date,store_total,FOODS,HOBBIES
2013-08-17,5603,4105,508
2013-08-18,5691,4212,507
2013-08-19,4215,3063,438
2013-08-20,3539,2554,290
2013-08-21,4259,3010,492
2013-08-22,3840,2652,464
2013-08-23,4316,3058,465
2013-08-24,5596,4016,454
2013-08-25,6948,5016,651
2013-08-26,3883,2784,365
2013-08-27,3530,2497,428
2013-08-28,3490,2437,383
2013-08-29,3600,2547,396
2013-08-30,5198,3701,547
2013-08-31,6544,4767,682
2013-09-01,6053,4585,359
2013-09-02,5838,4427,294
2013-09-03,4324,3216,271
2013-09-04,3805,2923,225
2013-09-05,3826,2958,224
2013-09-06,4618,3559,284
2013-09-07,5756,4486,372
2013-09-08,6703,5015,513
2013-09-09,4653,3458,447
2013-09-10,4169,3013,487
2013-09-11,3695,2710,350
2013-09-12,3770,2656,465
2013-09-13,4568,3295,525
2013-09-14,5627,4044,567
2013-09-15,5812,4040,588
2013-09-16,4164,2974,438
2013-09-17,3865,2776,470
2013-09-18,3547,2565,349
2013-09-19,3621,2555,439
2013-09-20,4631,3253,473
2013-09-21,5875,4172,563
2013-09-22,6214,4532,514
2013-09-23,3949,2861,458
2013-09-24,3765,2662,420
2013-09-25,3235,2178,444
2013-09-26,3473,2449,444
2013-09-27,4099,2865,566
2013-09-28,5665,4007,544
2013-09-29,6194,4518,553
2013-09-30,4217,2952,539
2013-10-01,4454,3020,627
2013-10-02,3516,2370,424
2013-10-03,4062,2693,654
2013-10-04,4735,3288,611
2013-10-05,5737,4061,631
2013-10-06,5877,4256,437
2013-10-07,4582,3317,416
2013-10-08,4110,3072,400
2013-10-09,3994,2859,528
2013-10-10,4142,3002,526
2013-10-11,4396,3184,491
2013-10-12,5330,3665,609
2013-10-13,5767,4053,585
2013-10-14,4173,2899,535
2013-10-15,3276,2311,376
2013-10-16,3383,2357,421
2013-10-17,3406,2425,378
2013-10-18,4281,2899,585
2013-10-19,5147,3676,514
2013-10-20,5914,4015,744
2013-10-21,3742,2620,315
2013-10-22,3349,2359,388
2013-10-23,3363,2274,510
2013-10-24,3072,2126,342
2013-10-25,3955,2827,461
2013-10-26,5353,3716,658
2013-10-27,5471,3855,579
2013-10-28,3943,2730,459
2013-10-29,3409,2386,420
2013-10-30,3748,2493,599
2013-10-31,2982,2134,368
2013-11-01,4474,3120,501
2013-11-02,5425,3665,619
2013-11-03,6180,4408,601
2013-11-04,4061,2863,433
2013-11-05,3835,2665,559
2013-11-06,3556,2543,405
2013-11-07,3500,2497,414
2013-11-08,4126,2955,479
2013-11-09,5288,3648,699
2013-11-10,5812,4145,592
2013-11-11,4370,3067,510
2013-11-12,3231,2215,437
2013-11-13,3088,2124,401
2013-11-14,3237,2309,374
2013-11-15,3947,2589,703
2013-11-16,5502,3701,690
2013-11-17,5430,3781,554
2013-11-18,3741,2550,532
2013-11-19,3225,2242,432
2013-11-20,3100,2130,387
2013-11-21,3180,2260,381
2013-11-22,3921,2597,582
2013-11-23,5334,3645,691
2013-11-24,5288,3680,568
2013-11-25,4034,2800,488
2013-11-26,4117,2931,536
2013-11-27,4487,3309,453
2013-11-28,2359,1838,187
2013-11-29,2635,1839,293
2013-11-30,3452,2281,407
2013-12-01,4886,3208,722
2013-12-02,4715,3185,800
2013-12-03,4214,2884,611
2013-12-04,3841,2738,521
2013-12-05,3831,2637,514
2013-12-06,4410,3118,496
2013-12-07,5882,4281,717
2013-12-08,5462,3962,619
2013-12-09,4082,2913,489
2013-12-10,4296,3160,500
2013-12-11,3366,2443,401
2013-12-12,3451,2389,542
2013-12-13,3989,2738,574
2013-12-14,5299,3660,712
2013-12-15,5172,3651,573
2013-12-16,4064,2848,546
2013-12-17,3479,2403,497
2013-12-18,3453,2517,409
2013-12-19,3722,2626,522
2013-12-20,3903,2674,592
2013-12-21,5361,3715,676
2013-12-22,5356,3729,661
2013-12-23,4799,3537,568
2013-12-24,3458,2620,390
2013-12-25,0,0,0
2013-12-26,3570,2485,428
2013-12-27,4089,2767,545
2013-12-28,4575,3209,461
2013-12-29,4281,3092,396
2013-12-30,4294,3085,489
2013-12-31,4175,3271,357
2014-01-01,2913,2140,310
2014-01-02,4410,2947,717
2014-01-03,4703,3343,581
2014-01-04,5087,3701,542
2014-01-05,5472,4029,620
2014-01-06,4340,3124,522
2014-01-07,4043,2928,513
2014-01-08,3607,2668,456
2014-01-09,3395,2363,458
2014-01-10,4134,2949,479
2014-01-11,5582,4024,621
2014-01-12,5062,3852,364
2014-01-13,3720,2701,384
2014-01-14,3158,2226,425
2014-01-15,3241,2242,440
2014-01-16,3193,2308,384
2014-01-17,4137,2980,476
2014-01-18,5481,3867,569
2014-01-19,4872,3596,390
2014-01-20,4019,2787,503
2014-01-21,3089,2005,500
2014-01-22,3109,2105,428
2014-01-23,2872,2033,324
2014-01-24,3900,2786,432
2014-01-25,4750,3345,517
2014-01-26,5357,3848,533
2014-01-27,3514,2382,490
2014-01-28,2873,2009,335
2014-01-29,2621,1871,285
2014-01-30,2846,1866,439
2014-01-31,4359,2963,620
2014-02-01,6511,4542,705
2014-02-02,5090,3817,422
2014-02-03,4161,2856,502
2014-02-04,3461,2408,423
2014-02-05,3470,2413,455
2014-02-06,3566,2591,400
2014-02-07,4235,2988,495
2014-02-08,5752,4083,587
2014-02-09,5747,4166,387
2014-02-10,4316,3005,553
2014-02-11,3510,2497,379
2014-02-12,3465,2406,400
2014-02-13,3891,2798,455
2014-02-14,3659,2604,431
2014-02-15,4900,3313,574
2014-02-16,4930,3376,528
2014-02-17,3943,2749,444
2014-02-18,2988,2072,385
2014-02-19,2967,2037,353
2014-02-20,3003,2064,397
2014-02-21,3813,2615,562
2014-02-22,4790,3334,472
2014-02-23,5055,3515,442
2014-02-24,3574,2513,401
2014-02-25,3168,2020,474
2014-02-26,3018,1892,501
2014-02-27,3164,2104,412
2014-02-28,3495,2388,412
2014-03-01,5724,3831,709
2014-03-02,5516,3892,468
2014-03-03,3843,2592,480
2014-03-04,3313,2300,360
2014-03-05,2949,2107,280
2014-03-06,3263,2176,492
2014-03-07,4092,2910,443
2014-03-08,5070,3497,592
2014-03-09,5913,4174,554
2014-03-10,4372,3204,459
2014-03-11,3340,2398,352
2014-03-12,3356,2433,365
2014-03-13,3299,2392,299
2014-03-14,4059,2732,625
2014-03-15,5427,3869,565
2014-03-16,5350,3882,477
2014-03-17,3554,2452,445
2014-03-18,3187,2183,366
2014-03-19,3280,2247,376
2014-03-20,3347,2387,384
2014-03-21,3969,2795,441
2014-03-22,5073,3453,605
2014-03-23,5679,4029,516
2014-03-24,3953,2851,393
2014-03-25,3316,2377,351
2014-03-26,3081,2088,362
2014-03-27,3367,2267,471
2014-03-28,3926,2813,433
2014-03-29,4954,3381,570
2014-03-30,5767,4085,499
2014-03-31,3608,2483,364
2014-04-01,3773,2636,449
2014-04-02,4052,2826,452
2014-04-03,4029,2859,461
2014-04-04,4307,3085,483
2014-04-05,5805,3958,692
2014-04-06,6337,4639,637
2014-04-07,4494,3304,414
2014-04-08,4045,3020,370
2014-04-09,3966,2843,454
2014-04-10,4015,2875,450
2014-04-11,4350,2996,625
2014-04-12,5171,3664,493
2014-04-13,5590,3978,532
2014-04-14,3901,2828,357
2014-04-15,3490,2525,296
2014-04-16,4201,2996,379
2014-04-17,4048,2857,409
2014-04-18,5074,3738,513
2014-04-19,6257,4762,477
2014-04-20,4814,3532,457
2014-04-21,3829,2657,390
2014-04-22,3785,2630,478
2014-04-23,3344,2159,490
2014-04-24,3500,2356,452
2014-04-25,4186,3042,412
2014-04-26,5444,3741,599
2014-04-27,5570,3941,459
2014-04-28,3917,2754,406
2014-04-29,3260,2223,338
2014-04-30,3505,2414,455
2014-05-01,4061,2950,366
2014-05-02,4724,3379,535
2014-05-03,5872,4157,590
2014-05-04,6325,4613,519
2014-05-05,4383,3100,425
2014-05-06,3818,2612,456
2014-05-07,3818,2662,541
2014-05-08,3676,2542,500
2014-05-09,4386,3128,470
2014-05-10,5100,3699,542
2014-05-11,4184,2971,441
2014-05-12,4256,3144,317
2014-05-13,3996,2958,377
2014-05-14,3554,2626,309
2014-05-15,3451,2443,409
2014-05-16,4454,3076,562
2014-05-17,5041,3403,589
2014-05-18,5703,4049,528
2014-05-19,4054,2827,470
2014-05-20,3189,2256,370
2014-05-21,3179,2211,345
2014-05-22,3434,2400,433
2014-05-23,3918,2630,548
2014-05-24,4658,3158,551
2014-05-25,4520,3226,414
2014-05-26,4405,3141,379
2014-05-27,3620,2402,490
2014-05-28,3304,2089,508
2014-05-29,3196,2230,335
2014-05-30,4018,2659,503
2014-05-31,5160,3407,673
2014-06-01,6040,4216,625
2014-06-02,4388,3002,517
2014-06-03,3881,2637,499
2014-06-04,3735,2605,462
2014-06-05,3796,2597,455
2014-06-06,4227,2956,472
2014-06-07,5416,3882,497
2014-06-08,5977,4339,504
2014-06-09,4631,3415,359
2014-06-10,3894,2821,307
2014-06-11,3849,2765,393
2014-06-12,3745,2639,400
2014-06-13,4621,3250,536
2014-06-14,5589,3956,631
2014-06-15,4930,3439,507
2014-06-16,4177,2860,496
2014-06-17,3617,2398,405
2014-06-18,3998,2733,514
2014-06-19,3700,2535,413
2014-06-20,4820,3397,521
2014-06-21,5171,3509,575
2014-06-22,5450,3729,470
2014-06-23,4096,2809,480
2014-06-24,3643,2495,474
2014-06-25,3573,2410,423
2014-06-26,3478,2302,442
2014-06-27,4135,2783,541
2014-06-28,5115,3445,614
2014-06-29,5251,3751,503
2014-06-30,4295,2831,564
2014-07-01,4468,2942,558
2014-07-02,4261,2999,491
2014-07-03,5582,3948,683
2014-07-04,4455,3404,344
2014-07-05,5042,3559,525
2014-07-06,5869,4140,515
2014-07-07,4697,3391,451
2014-07-08,4460,3147,458
2014-07-09,3947,2857,330
2014-07-10,4243,3041,354
2014-07-11,4695,3276,511
2014-07-12,5465,3853,550
2014-07-13,5615,3913,533
2014-07-14,4164,2857,456
2014-07-15,3948,2738,439
2014-07-16,3919,2625,529
2014-07-17,3779,2673,410
2014-07-18,4633,3165,526
2014-07-19,5224,3626,511
2014-07-20,5962,4196,568
2014-07-21,4008,2677,453
2014-07-22,3596,2484,412
2014-07-23,3899,2692,455
2014-07-24,3890,2751,458
2014-07-25,4215,3042,402
2014-07-26,4609,3234,406
2014-07-27,5421,3776,521
2014-07-28,4579,3047,543
2014-07-29,3810,2579,471
2014-07-30,3870,2798,373
2014-07-31,3985,2703,497
2014-08-01,5229,3579,627
2014-08-02,5837,4136,624
2014-08-03,6361,4403,688
2014-08-04,5038,3533,558
2014-08-05,4289,3135,367
2014-08-06,4109,2879,466
2014-08-07,4182,2823,535
2014-08-08,4642,3316,504
2014-08-09,5767,4064,535
2014-08-10,6275,4454,570
2014-08-11,4146,2936,381
2014-08-12,3995,2675,464
2014-08-13,3966,2800,412
2014-08-14,3855,2776,361
2014-08-15,4442,2987,601
2014-08-16,5705,4024,567
2014-08-17,6331,4449,548
2014-08-18,4684,3251,538
2014-08-19,3799,2530,446
2014-08-20,3645,2493,411
2014-08-21,3619,2492,392
2014-08-22,4187,2949,389
2014-08-23,5569,3901,480
2014-08-24,6630,4733,559
2014-08-25,4000,2637,461
2014-08-26,3744,2494,472
2014-08-27,3118,2133,375
2014-08-28,3497,2437,424
2014-08-29,4432,3154,383
2014-08-30,5590,3750,629
2014-08-31,5279,3673,509
2014-09-01,5344,3742,425
2014-09-02,3999,2669,509
2014-09-03,4227,2839,539
2014-09-04,3695,2542,425
2014-09-05,4404,3057,537
2014-09-06,5828,4235,515
2014-09-07,6242,4498,480
2014-09-08,3973,2848,356
2014-09-09,4010,2801,486
2014-09-10,3815,2696,448
2014-09-11,3870,2819,361
2014-09-12,4246,2980,520
2014-09-13,5464,3777,609
2014-09-14,5690,3982,559
2014-09-15,4059,2810,427
2014-09-16,3362,2391,320
2014-09-17,3545,2311,486
2014-09-18,3227,2157,389
2014-09-19,4241,2881,501
2014-09-20,5512,3699,550
2014-09-21,5888,4159,495
2014-09-22,3849,2729,324
2014-09-23,3482,2436,382
2014-09-24,3418,2412,317
2014-09-25,3469,2319,477
2014-09-26,4012,2895,360
2014-09-27,5365,3769,562
2014-09-28,5818,4090,548
2014-09-29,4073,2837,422
2014-09-30,3797,2541,479
2014-10-01,3745,2629,406
2014-10-02,4263,2773,473
2014-10-03,4920,3516,467
2014-10-04,6177,4379,659
2014-10-05,6297,4443,492
2014-10-06,4756,3419,508
2014-10-07,4091,2841,382
2014-10-08,4080,2932,438
2014-10-09,4177,3057,424
2014-10-10,4529,3163,521
2014-10-11,5529,3883,527
2014-10-12,5818,4194,474
2014-10-13,4305,2992,464
2014-10-14,3377,2342,435
2014-10-15,3499,2269,486
2014-10-16,3349,2314,316
2014-10-17,4396,2962,610
2014-10-18,6088,4135,738
2014-10-19,6093,4342,518
2014-10-20,4291,2948,501
2014-10-21,3466,2269,513
2014-10-22,3396,2317,469
2014-10-23,3434,2313,387
2014-10-24,4141,2800,502
2014-10-25,5734,3920,645
2014-10-26,5308,3639,525
2014-10-27,4189,2846,525
2014-10-28,3454,2249,592
2014-10-29,3321,2313,481
2014-10-30,3672,2564,457
2014-10-31,3817,2735,416
2014-11-01,6542,4289,953
2014-11-02,6477,4546,571
2014-11-03,4939,3425,539
2014-11-04,3996,2859,439
2014-11-05,3452,2348,377
2014-11-06,3943,2706,543
2014-11-07,4361,2997,549
2014-11-08,5541,3886,541
2014-11-09,6090,4398,569
2014-11-10,4523,3290,438
2014-11-11,3884,2709,490
2014-11-12,3363,2340,419
2014-11-13,3319,2290,420
2014-11-14,4048,2793,520
2014-11-15,5278,3624,626
2014-11-16,5857,4048,638
2014-11-17,3928,2770,469
2014-11-18,3347,2290,419
2014-11-19,3198,2161,446
2014-11-20,3330,2269,346
2014-11-21,4143,2793,608
2014-11-22,5654,3822,659
2014-11-23,5299,3632,520
2014-11-24,4511,3185,472
2014-11-25,4275,3024,468
2014-11-26,4434,3165,462
2014-11-27,2489,1972,145
2014-11-28,3293,2295,361
2014-11-29,4504,2983,606
2014-11-30,4812,3229,563
2014-12-01,4353,2867,640
2014-12-02,3359,2311,424
2014-12-03,3444,2337,421
2014-12-04,4077,2774,479
2014-12-05,4209,2730,543
2014-12-06,5556,3741,707
2014-12-07,5404,3751,547
2014-12-08,4293,3102,436
2014-12-09,3938,2687,557
2014-12-10,4569,3222,649
2014-12-11,2298,1665,236
2014-12-12,3634,2472,453
2014-12-13,5039,3310,666
2014-12-14,5650,3860,596
2014-12-15,3632,2613,412
2014-12-16,3880,2549,588
2014-12-17,3611,2523,434
2014-12-18,3836,2671,502
2014-12-19,3832,2668,476
2014-12-20,5302,3560,736
2014-12-21,5464,3858,557
2014-12-22,4805,3460,473
2014-12-23,4531,3179,586
2014-12-24,3487,2610,277
2014-12-25,0,0,0
2014-12-26,3593,2365,491
2014-12-27,4226,2744,527
2014-12-28,4407,2958,434
2014-12-29,3825,2560,502
2014-12-30,3611,2427,434
2014-12-31,4126,2895,509
2015-01-01,3150,2179,326
2015-01-02,4663,3172,552
2015-01-03,5352,3651,530
2015-01-04,5666,4168,590
2015-01-05,4485,3140,565
2015-01-06,3616,2597,447
2015-01-07,3394,2503,331
2015-01-08,3517,2510,364
2015-01-09,4035,2899,427
2015-01-10,5705,3999,676
2015-01-11,5804,4148,530
2015-01-12,4083,2785,505
2015-01-13,3284,2240,418
2015-01-14,3225,2187,432
2015-01-15,3459,2360,447
2015-01-16,4023,2745,518
2015-01-17,5166,3480,631
2015-01-18,5195,3658,472
2015-01-19,4456,2945,570
2015-01-20,3300,2302,346
2015-01-21,3281,2228,387
2015-01-22,2901,2046,285
2015-01-23,4042,2678,505
2015-01-24,5537,3708,680
2015-01-25,5577,3727,558
2015-01-26,3381,2344,381
2015-01-27,2992,1992,429
2015-01-28,3077,2082,419
2015-01-29,3219,2131,446
2015-01-30,4159,2713,565
2015-01-31,6071,4140,623
2015-02-01,5462,3711,619
2015-02-02,3886,2640,443
2015-02-03,4051,2718,495
2015-02-04,3673,2588,384
2015-02-05,3889,2632,453
2015-02-06,4018,2797,439
2015-02-07,6314,4219,777
2015-02-08,5859,4086,507
2015-02-09,4977,3451,534
2015-02-10,4134,2809,566
2015-02-11,4040,2745,508
2015-02-12,3829,2608,438
2015-02-13,4183,2924,467
2015-02-14,4789,3253,600
2015-02-15,4824,3218,520
2015-02-16,4281,2752,507
2015-02-17,3412,2202,400
2015-02-18,3038,1961,433
2015-02-19,3180,2072,467
2015-02-20,4138,2773,500
2015-02-21,4767,3112,567
2015-02-22,5426,3559,591
2015-02-23,3548,2396,348
2015-02-24,2972,1923,378
2015-02-25,3106,1903,553
2015-02-26,3012,1842,482
2015-02-27,4114,2519,701
2015-02-28,5603,3517,803
2015-03-01,5774,3771,741
2015-03-02,4013,2688,441
2015-03-03,3827,2443,506
2015-03-04,3584,2365,476
2015-03-05,3660,2377,553
2015-03-06,4331,2897,581
2015-03-07,5234,3536,627
2015-03-08,5971,3940,608
2015-03-09,4046,2721,436
2015-03-10,3710,2408,470
2015-03-11,3474,2374,410
2015-03-12,3519,2319,507
2015-03-13,4184,2881,412
2015-03-14,5015,3270,572
2015-03-15,5805,3894,563
2015-03-16,4064,2504,668
2015-03-17,3431,2220,489
2015-03-18,3442,2216,480
2015-03-19,3194,2072,435
2015-03-20,4120,2733,506
2015-03-21,5528,3625,660
2015-03-22,5570,3709,492
2015-03-23,3818,2452,462
2015-03-24,3401,2133,540
2015-03-25,3193,2082,409
2015-03-26,3387,2210,414
2015-03-27,4041,2684,529
2015-03-28,4867,3340,528
2015-03-29,5453,3909,475
2015-03-30,4256,2755,579
2015-03-31,3877,2654,384
2015-04-01,4446,2903,632
2015-04-02,4395,2980,518
2015-04-03,5632,4005,556
2015-04-04,6636,4688,668
2015-04-05,4874,3291,502
2015-04-06,4101,2663,503
2015-04-07,3810,2538,592
2015-04-08,3809,2610,439
2015-04-09,3726,2538,448
2015-04-10,4584,3175,492
2015-04-11,5495,3627,684
2015-04-12,6093,4125,629
2015-04-13,4171,2829,432
2015-04-14,3702,2354,563
2015-04-15,3668,2370,491
2015-04-16,3732,2464,535
2015-04-17,4236,2951,412
2015-04-18,5651,3651,743
2015-04-19,5849,3868,598
2015-04-20,4131,2656,459
2015-04-21,3543,2254,504
2015-04-22,3444,2169,480
2015-04-23,3797,2510,515
2015-04-24,4312,2792,625
2015-04-25,6019,4005,632
2015-04-26,5815,3952,589
2015-04-27,3995,2712,459
2015-04-28,3526,2344,394
2015-04-29,3560,2400,456
2015-04-30,3466,2320,427
2015-05-01,5121,3579,546
2015-05-02,5801,4042,614
2015-05-03,6524,4426,613
2015-05-04,4794,3184,601
2015-05-05,4168,2891,495
2015-05-06,4025,2613,551
2015-05-07,4182,2874,506
2015-05-08,4697,3242,543
2015-05-09,5840,4146,588
2015-05-10,5014,3482,532
2015-05-11,4602,3123,631
2015-05-12,3810,2419,548
2015-05-13,3958,2594,536
2015-05-14,3487,2395,385
2015-05-15,4375,2890,588
2015-05-16,5589,3628,673
2015-05-17,5568,3722,582
2015-05-18,4185,2746,481
2015-05-19,3576,2346,519
2015-05-20,3580,2230,568
2015-05-21,3635,2396,464
2015-05-22,4578,3110,564
2015-05-23,5415,3493,686
2015-05-24,5412,3498,678
2015-05-25,4859,3306,461
2015-05-26,3609,2356,467
2015-05-27,3722,2370,564
2015-05-28,3381,2209,453
2015-05-29,3803,2475,457
2015-05-30,5342,3542,610
2015-05-31,5980,3824,717
2015-06-01,4702,3125,528
2015-06-02,4282,2803,585
2015-06-03,4007,2657,428
2015-06-04,3818,2570,414
2015-06-05,4646,3221,505
2015-06-06,5710,3748,665
2015-06-07,5826,3932,577
2015-06-08,4475,3149,408
2015-06-09,4145,2924,380
2015-06-10,4210,2883,521
2015-06-11,3844,2619,407
2015-06-12,4605,3148,496
2015-06-13,5495,3725,585
2015-06-14,5844,3952,532
2015-06-15,4454,3048,473
2015-06-16,3792,2490,409
2015-06-17,3902,2566,516
2015-06-18,4018,2592,468
2015-06-19,4780,3170,543
2015-06-20,5506,3652,613
2015-06-21,4881,3342,499
2015-06-22,4263,2863,490
2015-06-23,4259,2893,480
2015-06-24,3851,2456,511
2015-06-25,3862,2653,471
2015-06-26,4353,2776,552
2015-06-27,5328,3487,603
2015-06-28,5776,3661,684
2015-06-29,3919,2426,558
2015-06-30,4018,2615,481
2015-07-01,4550,2920,692
2015-07-02,4889,3265,596
2015-07-03,6369,4224,818
2015-07-04,4434,3071,476
2015-07-05,5142,3395,514
2015-07-06,4915,3290,548
2015-07-07,4410,2991,535
2015-07-08,4030,2649,533
2015-07-09,4220,2804,526
2015-07-10,5132,3394,657
2015-07-11,5631,3736,653
2015-07-12,5919,3772,688
2015-07-13,4424,2827,538
2015-07-14,3805,2515,417
2015-07-15,3971,2534,523
2015-07-16,4097,2672,525
2015-07-17,4598,2996,565
2015-07-18,5133,3190,703
2015-07-19,5655,3453,740
2015-07-20,4389,2877,492
2015-07-21,3796,2528,425
2015-07-22,4106,2607,634
2015-07-23,3843,2364,503
2015-07-24,4391,2838,552
2015-07-25,4611,2986,552
2015-07-26,5254,3413,526
2015-07-27,4739,3020,579
2015-07-28,3951,2515,493
2015-07-29,3632,2356,412
2015-07-30,4072,2716,475
2015-07-31,4865,3242,601
2015-08-01,5877,3804,749
2015-08-02,6768,4348,755
2015-08-03,5326,3463,682
2015-08-04,4418,2938,490
2015-08-05,4202,2822,487
2015-08-06,4332,2919,515
2015-08-07,4782,3140,622
2015-08-08,6020,3926,659
2015-08-09,6252,4115,738
2015-08-10,4720,3128,499
2015-08-11,4147,2629,590
2015-08-12,4074,2660,528
2015-08-13,3671,2384,481
2015-08-14,4419,2899,510
2015-08-15,5408,3443,747
2015-08-16,6154,3980,666
2015-08-17,4760,3166,533
2015-08-18,3796,2404,459
2015-08-19,3868,2378,660
2015-08-20,3876,2393,494
2015-08-21,4198,2666,565
2015-08-22,5122,3268,577
2015-08-23,6222,4063,609
2015-08-24,3888,2547,448
2015-08-25,3364,1985,502
2015-08-26,3558,2152,577
2015-08-27,3544,2216,597
2015-08-28,4001,2660,467
2015-08-29,5368,3484,606
2015-08-30,5869,3762,555
2015-08-31,4164,2610,566
2015-09-01,3983,2547,413
2015-09-02,3785,2402,485
2015-09-03,4327,2731,681
2015-09-04,4728,3213,480
2015-09-05,5757,3875,628
2015-09-06,5476,3554,660
2015-09-07,5636,3709,649
2015-09-08,4106,2676,532
2015-09-09,3813,2638,493
2015-09-10,3845,2557,459
2015-09-11,4380,2863,526
2015-09-12,5467,3632,581
2015-09-13,6052,4001,617
2015-09-14,4133,2714,475
2015-09-15,3928,2541,474
2015-09-16,3405,2197,407
2015-09-17,3773,2370,629
2015-09-18,4675,2933,721
2015-09-19,5627,3706,626
2015-09-20,6123,4100,598
2015-09-21,4425,2853,453
2015-09-22,3912,2540,477
2015-09-23,3656,2343,495
2015-09-24,3430,2270,386
2015-09-25,4515,2842,614
2015-09-26,5421,3628,594
2015-09-27,5838,3885,591
2015-09-28,4053,2623,483
2015-09-29,3293,2086,395
2015-09-30,3377,2193,430
2015-10-01,3941,2497,565
2015-10-02,5145,3350,692
2015-10-03,6433,4204,725
2015-10-04,6668,4609,693
2015-10-05,4847,3339,437
2015-10-06,4138,2814,481
2015-10-07,3956,2563,528
2015-10-08,3992,2640,501
2015-10-09,4748,3257,557
2015-10-10,5923,4062,521
2015-10-11,6025,4090,524
2015-10-12,4880,3183,564
2015-10-13,3977,2603,482
2015-10-14,3665,2330,474
2015-10-15,3611,2361,475
2015-10-16,4122,2615,567
2015-10-17,5582,3642,681
2015-10-18,6214,4084,630
2015-10-19,4094,2575,553
2015-10-20,3717,2334,492
2015-10-21,3717,2271,619
2015-10-22,3211,2020,442
2015-10-23,4076,2622,569
2015-10-24,5164,3268,616
2015-10-25,6013,3952,724
2015-10-26,3953,2518,505
2015-10-27,3658,2384,502
2015-10-28,3400,2102,461
2015-10-29,3380,2123,450
2015-10-30,4523,2893,605
2015-10-31,5214,3185,737
2015-11-01,5260,3307,634
2015-11-02,4173,2574,595
2015-11-03,4103,2597,475
2015-11-04,3622,2272,573
2015-11-05,3541,2185,544
2015-11-06,4284,2696,648
2015-11-07,5414,3424,665
2015-11-08,5599,3720,594
2015-11-09,3828,2537,463
2015-11-10,3928,2517,522
2015-11-11,3702,2393,471
2015-11-12,2984,1862,458
2015-11-13,3652,2258,583
2015-11-14,4954,3207,582
2015-11-15,5817,3676,708
2015-11-16,3592,2269,465
2015-11-17,3503,2070,571
2015-11-18,3463,2144,544
2015-11-19,3359,1951,622
2015-11-20,4037,2516,614
2015-11-21,5115,3206,666
2015-11-22,5614,3501,677
2015-11-23,4607,2896,633
2015-11-24,3942,2642,473
2015-11-25,4438,3101,474
2015-11-26,2160,1580,160
2015-11-27,2696,1642,402
2015-11-28,3812,2205,629
2015-11-29,4585,2847,565
2015-11-30,3806,2245,671
2015-12-01,3879,2297,704
2015-12-02,3673,2323,509
2015-12-03,3691,2185,593
2015-12-04,4084,2489,538
2015-12-05,5286,3251,730
2015-12-06,5352,3437,702
2015-12-07,4020,2640,490
2015-12-08,3560,2260,538
2015-12-09,3417,2143,538
2015-12-10,3347,2030,593
2015-12-11,3733,2251,637
2015-12-12,5130,3112,733
2015-12-13,5080,3193,649
2015-12-14,3989,2476,542
2015-12-15,3567,2224,551
2015-12-16,3545,2331,507
2015-12-17,3791,2454,498
2015-12-18,3843,2401,559
2015-12-19,5317,3236,815
2015-12-20,5069,3157,657
2015-12-21,4451,2730,738
2015-12-22,4224,2845,586
2015-12-23,4300,2958,508
2015-12-24,3803,2662,505
2015-12-25,0,0,0
2015-12-26,4137,2522,519
2015-12-27,4010,2416,533
2015-12-28,3867,2297,542
2015-12-29,3884,2294,592
2015-12-30,3613,2259,499
2015-12-31,3994,2686,476
2016-01-01,3418,2161,490
2016-01-02,5085,2970,855
2016-01-03,4986,3261,515
2016-01-04,4237,2779,462
2016-01-05,3481,2342,404
2016-01-06,3225,2197,396
2016-01-07,3867,2395,541
2016-01-08,4404,2863,593
2016-01-09,6077,4006,705
2016-01-10,5660,3897,489
2016-01-11,4001,2683,500
2016-01-12,3377,2180,465
2016-01-13,3252,2127,389
2016-01-14,3405,2149,491
2016-01-15,4026,2613,533
2016-01-16,5745,3771,670
2016-01-17,5422,3534,583
2016-01-18,4484,2905,609
2016-01-19,3026,2038,360
2016-01-20,3544,2169,502
2016-01-21,3502,2186,572
2016-01-22,3612,2320,469
2016-01-23,5923,3728,712
2016-01-24,5247,3440,475
2016-01-25,3741,2289,510
2016-01-26,3246,2049,447
2016-01-27,3031,1970,401
2016-01-28,3173,2017,460
2016-01-29,3871,2537,469
2016-01-30,5498,3481,645
2016-01-31,6032,3910,674
2016-02-01,4075,2606,527
2016-02-02,3765,2467,429
2016-02-03,3983,2537,638
2016-02-04,3928,2616,491
2016-02-05,4327,2877,503
2016-02-06,6412,4300,715
2016-02-07,4986,3464,481
2016-02-08,3933,2592,392
2016-02-09,3936,2639,460
2016-02-10,3995,2674,538
2016-02-11,4007,2644,525
2016-02-12,4111,2871,416
2016-02-13,5483,3599,598
2016-02-14,4834,3169,558
2016-02-15,4588,3009,476
2016-02-16,3650,2379,495
2016-02-17,3777,2371,557
2016-02-18,3868,2476,514
2016-02-19,4413,2795,565
2016-02-20,5283,3469,587
2016-02-21,5607,3598,656
2016-02-22,3905,2466,539
2016-02-23,3613,2406,414
2016-02-24,3369,2076,473
2016-02-25,3396,2176,451
2016-02-26,4087,2713,525
2016-02-27,5329,3459,600
2016-02-28,6198,3979,740
2016-02-29,3797,2465,414
2016-03-01,3830,2404,568
2016-03-02,3754,2435,489
2016-03-03,3769,2465,436
2016-03-04,4163,2835,441
2016-03-05,5630,3661,596
